,0
16338,Canadian Pacific Steamships Ocean Services Limited
16339,Canadian Pacific Steamships Ocean Services Limited
16340,Canadian Pacific Steamships Ocean Services Limited
16341,Canadian Pacific Steamships Ocean Services Limited
16342,"Canadian Pacific Steamships Ocean Services Limited|DeMuth, Flora"
16343,Canadian Pacific Steamships Ocean Services Limited
16344,Canadian Pacific Steamships Ocean Services Limited
16345,Canadian Pacific Steamships Ocean Services Limited
16346,Canadian Pacific Steamships Ocean Services Limited
16347,"Phillips, Percival|Canadian Pacific Railway Company"
16348,Canadian Pacific Steamships Ocean Services Limited
16349,Canadian Pacific Steamships Ocean Services Limited
16350,Canadian Pacific Steamships Ocean Services Limited
16351,Canadian Pacific Steamships Ocean Services Limited
16352,Canadian Pacific Steamships Ocean Services Limited
16353,Canadian Pacific Steamships Ocean Services Limited
16354,Canadian Pacific Steamships Ocean Services Limited
16355,Canadian Pacific Steamships Ocean Services Limited
16356,"Canadian Pacific Steamships Ocean Services Limited|Morck, G."
16357,Canadian Pacific Steamships Ocean Services Limited
16361,Canadian Pacific Steamships Ocean Services Limited
16362,Canadian Pacific Steamships Ocean Services Limited
16363,Canadian Pacific Steamships Ocean Services Limited
16364,Canadian Pacific Steamships Ocean Services Limited
16365,Canadian Pacific Steamships Ocean Services Limited
16366,Canadian Pacific Steamships Ocean Services Limited
16367,Canadian Pacific Steamships Ocean Services Limited
16368,Canadian Pacific Steamships Ocean Services Limited
16369,Canadian Pacific Steamships Ocean Services Limited
16370,Canadian Pacific Steamships Ocean Services Limited
16371,Canadian Pacific Steamships Ocean Services Limited
16372,Canadian Pacific Steamships Ocean Services Limited
16373,"Amalgamated Press, Ltd."
16374,Canadian Pacific Steamships Ocean Services Limited
16375,Studio (Magazine)
16376,Canadian Pacific Steamships Ocean Services Limited
16377,Canadian Pacific Steamships Ocean Services Limited
16378,Canadian Pacific Steamships Ocean Services Limited
16379,Canadian Pacific Steamships Ocean Services Limited
16380,Theo H. Davies and Company. Travel Department.
16381,Honolulu Rapid Transit
16382,Great Indian Peninsula Railway
16383,Canadian Pacific Steamships Ocean Services Limited
16384,Canadian Pacific Steamships Ocean Services Limited
16385,Canadian Pacific Steamships Ocean Services Limited
16386,Canadian Pacific Steamships Ocean Services Limited
16387,Canadian Pacific Steamships Ocean Services Limited
16388,Canadian Pacific Steamships Ocean Services Limited
16389,Canadian Pacific Steamships Ocean Services Limited
16390,Canadian Pacific Steamships Ocean Services Limited
16391,Canadian Pacific Steamships Ocean Services Limited
16392,Canadian Pacific Steamships Ocean Services Limited
16393,Canadian Pacific Steamships Ocean Services Limited
16394,Canadian Pacific Steamships Ocean Services Limited
16395,Canadian Pacific Steamships Ocean Services Limited
16396,Illustrated London News
16397,"Maclean Publishing Company, Limited"
16398,Illustrated London News
16399,Canadian Pacific Steamships Ocean Services Limited
16400,Canadian Pacific Steamships Ocean Services Limited
16401,Canadian Pacific Steamships Ocean Services Limited
16402,Canadian Pacific Steamships Ocean Services Limited
16406,Canadian Pacific Steamships Ocean Services Limited
16407,Canadian Pacific Steamships Ocean Services Limited
16408,Canadian Pacific Steamships Ocean Services Limited
16409,United States of America. Immigration Bureau.
16410,Canadian Pacific Steamships Ocean Services Limited
16411,Canadian Pacific Steamships Ocean Services Limited
16412,Canadian Pacific Steamships Ocean Services Limited
16413,Canadian Pacific Steamships Ocean Services Limited
16414,Canadian Pacific Steamships Ocean Services Limited
16415,Canadian Pacific Steamships Ocean Services Limited
16416,Canadian Pacific Steamships Ocean Services Limited
16417,Canadian Pacific Steamships Ocean Services Limited
16418,Canadian Pacific Steamships Ocean Services Limited
16419,Canadian Pacific Steamships Ocean Services Limited
16420,Canadian Pacific Steamships Ocean Services Limited
16421,Canadian Pacific Steamships Ocean Services Limited
16422,Canadian Pacific Steamships Ocean Services Limited
16423,Canadian Pacific Steamships Ocean Services Limited
16424,Canadian Pacific Steamships Ocean Services Limited
16425,Canadian Pacific Steamships Ocean Services Limited
16426,Canadian Pacific Steamships Ocean Services Limited
16427,Canadian Pacific Steamships Ocean Services Limited
16428,Canadian Pacific Steamships Ocean Services Limited
16429,Canadian Pacific Steamships Ocean Services Limited
16430,Canadian Pacific Steamships Ocean Services Limited
16431,Canadian Pacific Steamships Ocean Services Limited
16432,Canadian Pacific Steamships Ocean Services Limited
16433,Canadian Pacific Steamships Ocean Services Limited
16434,Canadian Pacific Steamships Ocean Services Limited
16435,Canadian Pacific Steamships Ocean Services Limited
16436,Canadian Pacific Steamships Ocean Services Limited
16437,Canadian Pacific Steamships Ocean Services Limited
16438,Canadian Pacific Steamships Ocean Services Limited
16439,Canadian Pacific Steamships Ocean Services Limited
16440,Canadian Pacific Steamships Ocean Services Limited
16441,Canadian Pacific Steamships Ocean Services Limited
16442,Canadian Pacific Steamships Ocean Services Limited
16443,Canadian Pacific Steamships Ocean Services Limited
16444,Canadian Pacific Steamships Ocean Services Limited
16445,Canadian Pacific Steamships Ocean Services Limited
16446,"Gowlland, Gladys M."
16447,Canadian Pacific Steamships Ocean Services Limited
16448,Canadian Pacific Steamships Ocean Services Limited
16449,Canadian Pacific Steamships Ocean Services Limited
16450,Canadian Pacific Steamships Ocean Services Limited|Sanders Phillips and Co.
16454,Canadian Pacific Steamships Ocean Services Limited
16455,Canadian Pacific Steamships Ocean Services Limited
16456,"Canadian Pacific Steamships Ocean Services Limited|Gowlland, Gladys M."
16457,Canadian Pacific Steamships Ocean Services Limited
16458,Canadian Pacific Steamships Ocean Services Limited
16459,Canadian Pacific Steamships Ocean Services Limited
16460,Canadian Pacific Steamships Ocean Services Limited
16461,Canadian Pacific Steamships Ocean Services Limited
16462,Canadian Pacific Steamships Ocean Services Limited
16463,Canadian Pacific Steamships Ocean Services Limited
16464,Canadian Pacific Steamships Ocean Services Limited
16465,Canadian Pacific Steamships Ocean Services Limited
16466,Canadian Pacific Steamships Ocean Services Limited
16467,Canadian Pacific Steamships Ocean Services Limited
16468,Canadian Pacific Steamships Ocean Services Limited
16469,Canadian Pacific Steamships Ocean Services Limited
16470,Canadian Pacific Steamships Ocean Services Limited
16471,Canadian Pacific Steamships Ocean Services Limited
16472,Canadian Pacific Steamships Ocean Services Limited
16473,Canadian Pacific Steamships Ocean Services Limited
16474,Canadian Pacific Steamships Ocean Services Limited
16475,Canadian Pacific Steamships Ocean Services Limited
16476,Canadian Pacific Steamships Ocean Services Limited
16477,Canadian Pacific Steamships Ocean Services Limited
16478,[unknown]
16479,Peiping-Liaoning Railway|Canadian Pacific Steamships Ocean Services Limited
16480,Canadian Pacific Steamships Ocean Services Limited
16481,Canadian Pacific Steamships Ocean Services Limited
16482,Canadian Pacific Steamships Ocean Services Limited
16483,Canadian Pacific Steamships Ocean Services Limited
16484,Canadian Pacific Steamships Ocean Services Limited
16485,Canadian Pacific Steamships Ocean Services Limited
16486,Canadian Pacific Steamships Ocean Services Limited
16487,Canadian Pacific Steamships Ocean Services Limited
16488,Canadian Pacific Steamships Ocean Services Limited
16489,Canadian Pacific Steamships Ocean Services Limited
16490,Canadian Pacific Steamships Ocean Services Limited
16491,Canadian Pacific Steamships Ocean Services Limited
16492,Canadian Pacific Steamships Ocean Services Limited
16493,Canadian Pacific Steamships Ocean Services Limited
16494,Canadian Pacific Steamships Ocean Services Limited
16495,Canadian Pacific Steamships Ocean Services Limited
16496,Canadian Pacific Steamships Ocean Services Limited
16497,Canadian Pacific Steamships Ocean Services Limited
16498,Canadian Pacific Steamships Ocean Services Limited
16499,Canadian Pacific Steamships Ocean Services Limited
16500,Canadian Pacific Steamships Ocean Services Limited
16501,Canadian Pacific Steamships Ocean Services Limited
16502,Canadian Pacific Steamships Ocean Services Limited
16503,Canadian Pacific Steamships Ocean Services Limited|Sanders Phillips and Co.
16504,Canadian Pacific Steamships Ocean Services Limited|Sanders Phillips and Co.
16505,Canadian Pacific Steamships Ocean Services Limited
16506,Canadian Pacific Steamships Ocean Services Limited
16507,Canadian Pacific Steamships Ocean Services Limited
16508,Canadian Pacific Steamships Ocean Services Limited
16509,Canadian Pacific Steamships Ocean Services Limited
16510,Canadian Pacific Steamships Ocean Services Limited
16511,Canadian Pacific Steamships Ocean Services Limited
16512,Canadian Pacific Steamships Ocean Services Limited
16513,Canadian Pacific Steamships Ocean Services Limited
16514,Canadian Pacific Steamships Ocean Services Limited
16515,"Canadian Pacific Steamships Ocean Services Limited|Gowlland, Gladys M."
16516,"Hammer, Eric"
16517,Dodie
16518,"McCann, Leonard G."
16519,"McInnis, Dan"
16520,"Ritchie, G.W.|Ritchie, G.W. ; Prince George Limited Partnership"
16521,Canadian Pacific Railway Company
16522,Canadian Pacific Railway Company
16523,Canadian Pacific Steamships Ocean Services Limited
16524,Canadian Pacific Limited
16525,Frames' Tours
16526,Canadian Pacific Limited
16527,Canadian Pacific Steamships Ocean Services Limited
16528,Canadian Pacific Limited
16529,Canadian Pacific Limited
16530,Canadian Pacific Railway Company
16531,"Godden, P.H."
16532,Canadian Pacific Railway Company
16533,"Elliott, Frank S."
16534,Canadian Pacific Railway Company
16535,"Cottrell, George H."
16536,[unknown]
16537,"Forster, Mr. and Mrs."
16538,"Heathorn, Arthur"
16539,Canadian Pacific Steamships Ocean Services Limited
16540,[unknown]
16541,"Forster, Mr. and Mrs."
16542,[unknown]
16546,Canadian Pacific Railway Company
16547,[unknown]
16548,Canadian Pacific Limited
16549,T Long's Special Agency
16550,Chinese Times|New Republic
16551,"Light, John P."
16552,Railway and Travel Monthly
16553,"Bowen, Frank C."
16554,"Musk, George|Canadian Pacific Railway Company|World Ship Society"
16555,"Musk, George|Canadian Pacific Limited"
16556,"Edwards, Gillespie|Charles Birchall and Sons"
16557,"Doberck, W."
16558,Hongkong Daily Press
16559,"Chung, Wallace B.|Johnston, J.R.Y.|Jolicoeur, E.P.|Ireland, W.E."
16560,Canadian Pacific Steamships Ocean Services Limited
16561,Canadian Pacific Steamships Ocean Services Limited
16562,Canadian Pacific Steamships Ocean Services Limited
16563,Canadian Pacific Steamships Ocean Services Limited
16564,Canadian Pacific Steamships Ocean Services Limited
16565,Canadian Pacific Steamships Ocean Services Limited
16566,Canadian Pacific Steamships Ocean Services Limited
16567,Canadian Pacific Steamships Ocean Services Limited
16568,Canadian Pacific Steamships Ocean Services Limited
16569,Canadian Pacific Steamships Ocean Services Limited
16570,Canadian Pacific Steamships Ocean Services Limited
16571,Canadian Pacific Steamships Ocean Services Limited
16572,Canadian Pacific Steamships Ocean Services Limited
16573,Canadian Pacific Railway Company
16574,Canadian Pacific Railway Company
16575,Canadian Pacific Railway Company
16576,Canadian Pacific Railway Company
16577,Canadian Pacific Railway Company
16578,Canadian Pacific Railway Company
16579,Canadian Pacific Steamships Ocean Services Limited
16580,Canadian Pacific Limited
16581,Canadian Pacific Limited
16582,Canadian Pacific Limited
16583,Canadian Pacific Limited
16584,Canadian Pacific Limited
16585,Canadian Pacific Limited
16586,Canadian Pacific Limited
16587,Canadian Pacific Steamships Ocean Services Limited
16588,"Canadian Pacific Steamships Ocean Services Limited|Ohori, Joe"
16589,"Canadian Pacific Steamships Ocean Services Limited|Ohori, Joe"
16590,Canadian Pacific Railway Company
16591,"Canadian Pacific Steamships Ocean Services Limited|Ohori, Joe"
16592,Canadian Pacific Limited
16593,Canadian Pacific Limited
16594,"Canadian Pacific Steamships Ocean Services Limited|Ohori, Joe"
16595,"Scidmore, Eliza Ruhamah|Canadian Pacific Railway Company"
16596,"Lum, Berll|Canadian Pacific Railway Company"
16597,"Canadian Pacific Steamships Ocean Services Limited|Ohori, Joe"
16598,"Canadian Pacific Steamships Ocean Services Limited|Ohori, Joe"
16599,"Lum, Bertha|Canadian Pacific Railway Company"
16600,Canadian Pacific Steamships Ocean Services Limited
16601,Canadian Pacific Steamships Ocean Services Limited
16602,Canadian Pacific Steamships Ocean Services Limited
16603,Canadian Pacific Steamships Ocean Services Limited
16604,Canadian Pacific Steamships Ocean Services Limited
16605,Canadian Pacific Steamships Ocean Services Limited
16606,Canadian Pacific Steamships Ocean Services Limited
16607,Canadian Pacific Steamships Ocean Services Limited
16608,Canadian Pacific Limited
16609,Canadian Pacific Railway Company
16610,Canadian Pacific Railway Company
16611,Canadian Pacific Railway Company
16612,Canadian Pacific Steamships Ocean Services Limited
16613,Canadian Pacific Steamships Ocean Services Limited
16614,Canadian Pacific Railway Company
16615,Canadian Pacific Steamships Ocean Services Limited
16616,Canadian Pacific Railway Company
16617,Canadian Pacific Railway Company
16618,Canadian Pacific Railway Company
16619,Canadian Pacific Railway Company
16620,Canadian Pacific Railway Company
16621,Canadian Pacific Railway Company
16622,Canadian Pacific Railway Company
16623,Canadian Pacific Limited
16624,Canadian Pacific Steamships Ocean Services Limited
16625,Canadian Pacific Limited
16626,Canadian Pacific Limited
16627,Canadian Pacific Limited
16628,Canadian Pacific Limited
16629,Canadian Pacific Limited
16630,Canadian Pacific Limited
16631,Canadian Pacific Limited|Nederland Royal Mail Line|Holland-America Line
16632,Canadian Pacific Limited
16633,Canadian Pacific Steamships Ocean Services Limited
16634,Canadian Pacific Railway Company
16635,Canadian Pacific Limited
16636,Canadian Pacific Limited
